#			lamda				  u				 g				 	  r				  i				 z
     5.180000E+03   0.000000E+00   9.911431E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.205000E+03   0.000000E+00   9.847772E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.230000E+03   0.000000E+00   9.554387E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.255000E+03   0.000000E+00   8.840299E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.280000E+03   0.000000E+00   7.769167E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.305000E+03   0.000000E+00   6.473845E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.330000E+03   0.000000E+00   5.089953E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.355000E+03   0.000000E+00   3.742042E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.380000E+03   0.000000E+00   2.521451E-01   0.000000E+00   0.000000E+00   0.000000E+00
     5.405000E+03   0.000000E+00   1.516745E-01   2.848423E-03   0.000000E+00   0.000000E+00
     5.430000E+03   0.000000E+00   8.164960E-02   2.014242E-02   0.000000E+00   0.000000E+00
     5.455000E+03   0.000000E+00   4.594520E-02   5.269583E-02   0.000000E+00   0.000000E+00
     5.480000E+03   0.000000E+00   3.099917E-02   1.011190E-01   0.000000E+00   0.000000E+00
     5.505000E+03   0.000000E+00   2.131193E-02   1.641913E-01   0.000000E+00   0.000000E+00
     5.530000E+03   0.000000E+00   1.383892E-02   2.413021E-01   0.000000E+00   0.000000E+00
     5.555000E+03   0.000000E+00   8.856906E-03   3.306206E-01   0.000000E+00   0.000000E+00
     5.580000E+03   0.000000E+00   5.812344E-03   4.258393E-01   0.000000E+00   0.000000E+00
     5.605000E+03   0.000000E+00   4.151674E-03   5.198372E-01   0.000000E+00   0.000000E+00
     5.630000E+03   0.000000E+00   3.321340E-03   6.052900E-01   0.000000E+00   0.000000E+00
     5.655000E+03   0.000000E+00   2.767783E-03   6.767040E-01   0.000000E+00   0.000000E+00
     5.680000E+03   0.000000E+00   2.491005E-03   7.342829E-01   0.000000E+00   0.000000E+00
     5.705000E+03   0.000000E+00   2.214226E-03   7.800611E-01   0.000000E+00   0.000000E+00
     5.730000E+03   0.000000E+00   1.660670E-03   8.158698E-01   0.000000E+00   0.000000E+00
     5.755000E+03   0.000000E+00   1.383892E-03   8.437437E-01   0.000000E+00   0.000000E+00
     5.780000E+03   0.000000E+00   8.303350E-04   8.653103E-01   0.000000E+00   0.000000E+00
     5.805000E+03   0.000000E+00   2.767783E-04   8.815870E-01   0.000000E+00   0.000000E+00
     5.830000E+03   0.000000E+00   0.000000E+00   8.942015E-01   0.000000E+00   0.000000E+00
     5.855000E+03   0.000000E+00   0.000000E+00   9.045778E-01   0.000000E+00   0.000000E+00
     5.880000E+03   0.000000E+00   0.000000E+00   9.133266E-01   0.000000E+00   0.000000E+00
     5.905000E+03   0.000000E+00   0.000000E+00   9.210580E-01   0.000000E+00   0.000000E+00
     5.930000E+03   0.000000E+00   0.000000E+00   9.283825E-01   0.000000E+00   0.000000E+00
     5.955000E+03   0.000000E+00   0.000000E+00   9.357070E-01   0.000000E+00   0.000000E+00
     5.980000E+03   0.000000E+00   0.000000E+00   9.428281E-01   0.000000E+00   0.000000E+00
     6.005000E+03   0.000000E+00   0.000000E+00   9.491354E-01   0.000000E+00   0.000000E+00
     6.030000E+03   0.000000E+00   0.000000E+00   9.540183E-01   0.000000E+00   0.000000E+00
     6.055000E+03   0.000000E+00   0.000000E+00   9.568667E-01   0.000000E+00   0.000000E+00
     6.080000E+03   0.000000E+00   0.000000E+00   9.584944E-01   0.000000E+00   0.000000E+00
     6.105000E+03   0.000000E+00   0.000000E+00   9.597152E-01   0.000000E+00   0.000000E+00
     6.130000E+03   0.000000E+00   0.000000E+00   9.617498E-01   0.000000E+00   0.000000E+00
     6.155000E+03   0.000000E+00   0.000000E+00   9.652086E-01   0.000000E+00   0.000000E+00
     6.180000E+03   0.000000E+00   0.000000E+00   9.698882E-01   0.000000E+00   0.000000E+00
     6.205000E+03   0.000000E+00   0.000000E+00   9.749746E-01   0.000000E+00   0.000000E+00
     6.230000E+03   0.000000E+00   0.000000E+00   9.804680E-01   0.000000E+00   0.000000E+00
     6.255000E+03   0.000000E+00   0.000000E+00   9.855545E-01   0.000000E+00   0.000000E+00
     6.280000E+03   0.000000E+00   0.000000E+00   9.902340E-01   0.000000E+00   0.000000E+00
     6.305000E+03   0.000000E+00   0.000000E+00   9.943032E-01   0.000000E+00   0.000000E+00
     6.330000E+03   0.000000E+00   0.000000E+00   9.973551E-01   0.000000E+00   0.000000E+00
     6.355000E+03   0.000000E+00   0.000000E+00   9.987793E-01   0.000000E+00   0.000000E+00
     6.380000E+03   0.000000E+00   0.000000E+00   9.993896E-01   0.000000E+00   0.000000E+00
     6.405000E+03   0.000000E+00   0.000000E+00   9.993896E-01   0.000000E+00   0.000000E+00
     6.430000E+03   0.000000E+00   0.000000E+00   9.993896E-01   0.000000E+00   0.000000E+00
     6.455000E+03   0.000000E+00   0.000000E+00   9.997966E-01   2.362391E-04   0.000000E+00
     6.480000E+03   0.000000E+00   0.000000E+00   1.000000E+00   7.087173E-04   0.000000E+00
     6.505000E+03   0.000000E+00   0.000000E+00   9.993896E-01   9.449563E-04   0.000000E+00
     6.530000E+03   0.000000E+00   0.000000E+00   9.971516E-01   9.449563E-04   0.000000E+00
     6.555000E+03   0.000000E+00   0.000000E+00   9.924721E-01   7.087173E-04   0.000000E+00
     6.580000E+03   0.000000E+00   0.000000E+00   9.871821E-01   7.087173E-04   0.000000E+00
     6.605000E+03   0.000000E+00   0.000000E+00   9.802645E-01   9.449563E-04   0.000000E+00
     6.630000E+03   0.000000E+00   0.000000E+00   9.556460E-01   2.126152E-03   0.000000E+00
     6.655000E+03   0.000000E+00   0.000000E+00   8.994914E-01   4.488543E-03   0.000000E+00
     6.680000E+03   0.000000E+00   0.000000E+00   8.156664E-01   8.032128E-03   0.000000E+00
     6.705000E+03   0.000000E+00   0.000000E+00   7.119024E-01   1.322939E-02   0.000000E+00
     6.730000E+03   0.000000E+00   0.000000E+00   5.949135E-01   2.433263E-02   0.000000E+00
     6.755000E+03   0.000000E+00   0.000000E+00   4.716175E-01   4.583038E-02   0.000000E+00
     6.780000E+03   0.000000E+00   0.000000E+00   3.489318E-01   8.126625E-02   0.000000E+00
     6.805000E+03   0.000000E+00   0.000000E+00   2.343845E-01   1.325301E-01   0.000000E+00
     6.830000E+03   0.000000E+00   0.000000E+00   1.397762E-01   1.982046E-01   0.000000E+00
     6.855000E+03   0.000000E+00   0.000000E+00   7.731434E-02   2.749823E-01   0.000000E+00
     6.880000E+03   0.000000E+00   0.000000E+00   4.313327E-02   3.609733E-01   0.000000E+00
     6.905000E+03   0.000000E+00   0.000000E+00   2.726348E-02   4.601937E-01   0.000000E+00
     6.930000E+03   0.000000E+00   0.000000E+00   2.014242E-02   5.688637E-01   0.000000E+00
     6.955000E+03   0.000000E+00   0.000000E+00   1.546287E-02   6.749350E-01   0.000000E+00
     6.980000E+03   0.000000E+00   0.000000E+00   1.119023E-02   7.637609E-01   0.000000E+00
     7.005000E+03   0.000000E+00   0.000000E+00   7.934893E-03   8.275455E-01   0.000000E+00
     7.030000E+03   0.000000E+00   0.000000E+00   5.493388E-03   8.880227E-01   0.000000E+00
     7.055000E+03   0.000000E+00   0.000000E+00   4.069176E-03   9.425939E-01   0.000000E+00
     7.080000E+03   0.000000E+00   0.000000E+00   3.051882E-03   9.832271E-01   0.000000E+00
     7.105000E+03   0.000000E+00   0.000000E+00   2.441506E-03   1.000000E+00   0.000000E+00
     7.130000E+03   0.000000E+00   0.000000E+00   2.034588E-03   9.839358E-01   0.000000E+00
     7.155000E+03   0.000000E+00   0.000000E+00   1.424212E-03   9.314907E-01   0.000000E+00
     7.180000E+03   0.000000E+00   0.000000E+00   8.138352E-04   8.882589E-01   0.000000E+00
     7.205000E+03   0.000000E+00   0.000000E+00   4.069176E-04   9.031420E-01   0.000000E+00
     7.230000E+03   0.000000E+00   0.000000E+00   0.000000E+00   9.255847E-01   0.000000E+00
     7.255000E+03   0.000000E+00   0.000000E+00   0.000000E+00   9.194425E-01   0.000000E+00
     7.280000E+03   0.000000E+00   0.000000E+00   0.000000E+00   9.043232E-01   0.000000E+00
     7.305000E+03   0.000000E+00   0.000000E+00   0.000000E+00   9.024333E-01   0.000000E+00
     7.330000E+03   0.000000E+00   0.000000E+00   0.000000E+00   9.175525E-01   0.000000E+00
     7.355000E+03   0.000000E+00   0.000000E+00   0.000000E+00   9.147177E-01   0.000000E+00
     7.380000E+03   0.000000E+00   0.000000E+00   0.000000E+00   9.026695E-01   0.000000E+00
     7.405000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.946373E-01   0.000000E+00
     7.430000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.880227E-01   0.000000E+00
     7.455000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.804631E-01   0.000000E+00
     7.480000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.695960E-01   0.000000E+00
     7.505000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.547130E-01   0.000000E+00
     7.530000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.421923E-01   0.000000E+00
     7.555000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.395936E-01   0.000000E+00
     7.580000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.216395E-01   0.000000E+00
     7.605000E+03   0.000000E+00   0.000000E+00   0.000000E+00   3.479802E-01   0.000000E+00
     7.630000E+03   0.000000E+00   0.000000E+00   0.000000E+00   4.951571E-01   0.000000E+00
     7.655000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.255611E-01   0.000000E+00
     7.680000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.795890E-01   0.000000E+00
     7.705000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.691944E-01   0.000000E+00
     7.730000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.613985E-01   0.000000E+00
     7.755000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.510040E-01   0.000000E+00
     7.780000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.391921E-01   1.270648E-03
     7.805000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.269077E-01   1.270648E-03
     7.830000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.148594E-01   1.270648E-03
     7.855000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.039925E-01   2.541296E-03
     7.880000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.954879E-01   2.541296E-03
     7.905000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.900544E-01   3.811944E-03
     7.930000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.888731E-01   6.353240E-03
     7.955000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.900544E-01   8.894536E-03
     7.980000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.914718E-01   1.397713E-02
     8.005000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.905268E-01   2.160102E-02
     8.030000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.841484E-01   3.430750E-02
     8.055000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.709190E-01   5.082592E-02
     8.080000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.515474E-01   7.242694E-02
     8.105000E+03   0.000000E+00   0.000000E+00   0.000000E+00   6.241437E-01   1.003812E-01
     8.130000E+03   0.000000E+00   0.000000E+00   0.000000E+00   5.733522E-01   1.346887E-01
     8.155000E+03   0.000000E+00   0.000000E+00   0.000000E+00   4.939759E-01   1.766201E-01
     8.180000E+03   0.000000E+00   0.000000E+00   0.000000E+00   3.990078E-01   2.261754E-01
     8.205000E+03   0.000000E+00   0.000000E+00   0.000000E+00   3.014410E-01   2.820839E-01
     8.230000E+03   0.000000E+00   0.000000E+00   0.000000E+00   2.128514E-01   3.443456E-01
     8.255000E+03   0.000000E+00   0.000000E+00   0.000000E+00   1.424522E-01   4.116900E-01
     8.280000E+03   0.000000E+00   0.000000E+00   0.000000E+00   8.929837E-02   4.853875E-01
     8.305000E+03   0.000000E+00   0.000000E+00   0.000000E+00   5.150012E-02   5.667090E-01
     8.330000E+03   0.000000E+00   0.000000E+00   0.000000E+00   2.763997E-02   6.493012E-01
     8.355000E+03   0.000000E+00   0.000000E+00   0.000000E+00   1.606426E-02   7.166455E-01
     8.380000E+03   0.000000E+00   0.000000E+00   0.000000E+00   1.133948E-02   7.662008E-01
     8.405000E+03   0.000000E+00   0.000000E+00   0.000000E+00   7.795889E-03   8.094028E-01
     8.430000E+03   0.000000E+00   0.000000E+00   0.000000E+00   4.724781E-03   8.475222E-01
     8.455000E+03   0.000000E+00   0.000000E+00   0.000000E+00   3.071108E-03   8.818297E-01
     8.480000E+03   0.000000E+00   0.000000E+00   0.000000E+00   2.362391E-03   9.110547E-01
     8.505000E+03   0.000000E+00   0.000000E+00   0.000000E+00   2.126152E-03   9.351970E-01
     8.530000E+03   0.000000E+00   0.000000E+00   0.000000E+00   2.126152E-03   9.555273E-01
     8.555000E+03   0.000000E+00   0.000000E+00   0.000000E+00   1.889913E-03   9.720457E-01
     8.580000E+03   0.000000E+00   0.000000E+00   0.000000E+00   1.181195E-03   9.847522E-01
     8.605000E+03   0.000000E+00   0.000000E+00   0.000000E+00   4.724781E-04   9.936467E-01
     8.630000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.987293E-01
     8.655000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.000000E+00
     8.680000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.974588E-01
     8.705000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.911055E-01
     8.730000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.809403E-01
     8.755000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.695045E-01
     8.780000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.542567E-01
     8.805000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.377382E-01
     8.830000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   9.186786E-01
     8.855000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   8.996188E-01
     8.880000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   8.805591E-01
     8.905000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   8.564168E-01
     8.930000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   8.030495E-01
     8.955000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   7.382465E-01
     8.980000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.899619E-01
     9.005000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.683609E-01
     9.030000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.645489E-01
     9.055000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.632783E-01
     9.080000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.505718E-01
     9.105000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.302415E-01
     9.130000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.111817E-01
     9.155000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.010165E-01
     9.180000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.048285E-01
     9.205000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.124524E-01
     9.230000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.048285E-01
     9.255000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   5.679797E-01
     9.280000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   4.968234E-01
     9.305000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   4.180432E-01
     9.330000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.595934E-01
     9.355000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.354511E-01
     9.380000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.443456E-01
     9.405000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.595934E-01
     9.430000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.494282E-01
     9.455000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.227446E-01
     9.480000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.202033E-01
     9.505000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.252859E-01
     9.530000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.125794E-01
     9.555000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.100381E-01
     9.580000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.202033E-01
     9.605000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.278272E-01
     9.630000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.367217E-01
     9.655000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.481576E-01
     9.680000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.545108E-01
     9.705000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.443456E-01
     9.730000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.202033E-01
     9.755000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.998730E-01
     9.780000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.884371E-01
     9.805000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.820839E-01
     9.830000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.744600E-01
     9.855000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.642948E-01
     9.880000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.490470E-01
     9.905000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.325286E-01
     9.930000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.172808E-01
     9.955000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.033037E-01
     9.980000E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.893266E-01
     1.000500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.753494E-01
     1.003000E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.626429E-01
     1.005500E+04   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.499365E-01
