ncpu        =        512 
ndim        =          3 
levelmin    =          7 
levelmax    =         19 
ngridmax    =    1100000 
nstep_coarse=      10188 

boxlen      =  0.100000000000000E+01
time        =  0.592901803531337E-09
aexp        =  0.100000000059010E+01
H0          =  0.704000015258789E+02
omega_m     =  0.272000014781952E+00
omega_l     =  0.727999985218048E+00
omega_k     =  0.000000000000000E+00
omega_b     =  0.454999990761280E-01
unit_l      =  0.875000009061255E+25
unit_d      =  0.253438222070796E-25
unit_t      =  0.437499991033777E+18

ordering type=hilbert                                                                                                                         
   DOMAIN   ind_min                 ind_max  
       1   0.000000000000000E+00   0.932267920552100E+17
       2   0.932267920552100E+17   0.933580524801229E+17
       3   0.933580524801229E+17   0.933583145559332E+17
       4   0.933583145559332E+17   0.933586979908485E+17
       5   0.933586979908485E+17   0.933587028334638E+17
       6   0.933587028334638E+17   0.933587028358652E+17
       7   0.933587028358652E+17   0.933587028360299E+17
       8   0.933587028360299E+17   0.933598505803448E+17
       9   0.933598505803448E+17   0.933609477495726E+17
      10   0.933609477495726E+17   0.933610039282995E+17
      11   0.933610039282995E+17   0.933612974453555E+17
      12   0.933612974453555E+17   0.933622136347034E+17
      13   0.933622136347034E+17   0.933622203119282E+17
      14   0.933622203119282E+17   0.933623116492964E+17
      15   0.933623116492964E+17   0.933911948133663E+17
      16   0.933911948133663E+17   0.935383769181348E+17
      17   0.935383769181348E+17   0.935410138097910E+17
      18   0.935410138097910E+17   0.935410142022225E+17
      19   0.935410142022225E+17   0.935410142099999E+17
      20   0.935410142099999E+17   0.935412973436928E+17
      21   0.935412973436928E+17   0.935416356198468E+17
      22   0.935416356198468E+17   0.935463891616399E+17
      23   0.935463891616399E+17   0.944839119779922E+17
      24   0.944839119779922E+17   0.944921753199575E+17
      25   0.944921753199575E+17   0.242613287982727E+18
      26   0.242613287982727E+18   0.395279377987797E+18
      27   0.395279377987797E+18   0.549704686597308E+18
      28   0.549704686597308E+18   0.701106338230436E+18
      29   0.701106338230436E+18   0.854245767991263E+18
      30   0.854245767991263E+18   0.100813836321712E+19
      31   0.100813836321712E+19   0.105843469946375E+19
      32   0.105843469946375E+19   0.105843801581683E+19
      33   0.105843801581683E+19   0.105843803243785E+19
      34   0.105843803243785E+19   0.105843814135103E+19
      35   0.105843814135103E+19   0.105843819204327E+19
      36   0.105843819204327E+19   0.105843821974651E+19
      37   0.105843821974651E+19   0.105843822329934E+19
      38   0.105843822329934E+19   0.105843822330430E+19
      39   0.105843822330430E+19   0.105843849899173E+19
      40   0.105843849899173E+19   0.105843868552004E+19
      41   0.105843868552004E+19   0.105843871574040E+19
      42   0.105843871574040E+19   0.105843871894346E+19
      43   0.105843871894346E+19   0.105843934070027E+19
      44   0.105843934070027E+19   0.105843941074021E+19
      45   0.105843941074021E+19   0.105935173136155E+19
      46   0.105935173136155E+19   0.105936690864061E+19
      47   0.105936690864061E+19   0.105936691541814E+19
      48   0.105936691541814E+19   0.105936691547459E+19
      49   0.105936691547459E+19   0.105936691547465E+19
      50   0.105936691547465E+19   0.105936693716137E+19
      51   0.105936693716137E+19   0.105936725011048E+19
      52   0.105936725011048E+19   0.105936754785334E+19
      53   0.105936754785334E+19   0.105936784910969E+19
      54   0.105936784910969E+19   0.105936784922123E+19
      55   0.105936784922123E+19   0.105936867975525E+19
      56   0.105936867975525E+19   0.105936972792883E+19
      57   0.105936972792883E+19   0.105937892318537E+19
      58   0.105937892318537E+19   0.105937952019939E+19
      59   0.105937952019939E+19   0.105937952021584E+19
      60   0.105937952021584E+19   0.105937952063503E+19
      61   0.105937952063503E+19   0.105937952063749E+19
      62   0.105937952063749E+19   0.105937988132877E+19
      63   0.105937988132877E+19   0.105938016663622E+19
      64   0.105938016663622E+19   0.105938016717282E+19
      65   0.105938016717282E+19   0.105938018537835E+19
      66   0.105938018537835E+19   0.105938018538402E+19
      67   0.105938018538402E+19   0.105938018801387E+19
      68   0.105938018801387E+19   0.105938019213328E+19
      69   0.105938019213328E+19   0.105938036880454E+19
      70   0.105938036880454E+19   0.105938037370366E+19
      71   0.105938037370366E+19   0.105938037982346E+19
      72   0.105938037982346E+19   0.105938039117297E+19
      73   0.105938039117297E+19   0.105938045128270E+19
      74   0.105938045128270E+19   0.105938045128272E+19
      75   0.105938045128272E+19   0.105938045128375E+19
      76   0.105938045128375E+19   0.105938045133014E+19
      77   0.105938045133014E+19   0.105938045535582E+19
      78   0.105938045535582E+19   0.105938046333392E+19
      79   0.105938046333392E+19   0.105938066204105E+19
      80   0.105938066204105E+19   0.105938094798180E+19
      81   0.105938094798180E+19   0.105938096257020E+19
      82   0.105938096257020E+19   0.105938105798904E+19
      83   0.105938105798904E+19   0.105938221861857E+19
      84   0.105938221861857E+19   0.105938225379894E+19
      85   0.105938225379894E+19   0.105938226344205E+19
      86   0.105938226344205E+19   0.105938242681659E+19
      87   0.105938242681659E+19   0.105938247593781E+19
      88   0.105938247593781E+19   0.105938251878446E+19
      89   0.105938251878446E+19   0.105938254720521E+19
      90   0.105938254720521E+19   0.105938254722303E+19
      91   0.105938254722303E+19   0.105938254807304E+19
      92   0.105938254807304E+19   0.105938255198071E+19
      93   0.105938255198071E+19   0.105938255198095E+19
      94   0.105938255198095E+19   0.105938255198101E+19
      95   0.105938255198101E+19   0.105938255198139E+19
      96   0.105938255198139E+19   0.105938255199419E+19
      97   0.105938255199419E+19   0.105938255237237E+19
      98   0.105938255237237E+19   0.105938255237254E+19
      99   0.105938255237254E+19   0.105938255330625E+19
     100   0.105938255330625E+19   0.105938255427735E+19
     101   0.105938255427735E+19   0.105938255647663E+19
     102   0.105938255647663E+19   0.105938255674026E+19
     103   0.105938255674026E+19   0.105938255874884E+19
     104   0.105938255874884E+19   0.105938256949097E+19
     105   0.105938256949097E+19   0.105938257318603E+19
     106   0.105938257318603E+19   0.105938257331666E+19
     107   0.105938257331666E+19   0.105938257350356E+19
     108   0.105938257350356E+19   0.105938257441525E+19
     109   0.105938257441525E+19   0.105938258157959E+19
     110   0.105938258157959E+19   0.105938258312565E+19
     111   0.105938258312565E+19   0.105938260394697E+19
     112   0.105938260394697E+19   0.105938260402942E+19
     113   0.105938260402942E+19   0.105938260456771E+19
     114   0.105938260456771E+19   0.105938260820099E+19
     115   0.105938260820099E+19   0.105938266891040E+19
     116   0.105938266891040E+19   0.105938289006966E+19
     117   0.105938289006966E+19   0.105938289131632E+19
     118   0.105938289131632E+19   0.105938289135580E+19
     119   0.105938289135580E+19   0.105938289163679E+19
     120   0.105938289163679E+19   0.105938289168395E+19
     121   0.105938289168395E+19   0.105938289217039E+19
     122   0.105938289217039E+19   0.105938289358746E+19
     123   0.105938289358746E+19   0.105938290953159E+19
     124   0.105938290953159E+19   0.105938291326605E+19
     125   0.105938291326605E+19   0.105938291537888E+19
     126   0.105938291537888E+19   0.105938291794486E+19
     127   0.105938291794486E+19   0.105938292049560E+19
     128   0.105938292049560E+19   0.105938292049749E+19
     129   0.105938292049749E+19   0.105938292056865E+19
     130   0.105938292056865E+19   0.105938292071206E+19
     131   0.105938292071206E+19   0.105938292094191E+19
     132   0.105938292094191E+19   0.105938292099103E+19
     133   0.105938292099103E+19   0.105938292283146E+19
     134   0.105938292283146E+19   0.105938292586958E+19
     135   0.105938292586958E+19   0.105938292589828E+19
     136   0.105938292589828E+19   0.105938292610271E+19
     137   0.105938292610271E+19   0.105938292640755E+19
     138   0.105938292640755E+19   0.105938292648935E+19
     139   0.105938292648935E+19   0.105938292702585E+19
     140   0.105938292702585E+19   0.105938292748023E+19
     141   0.105938292748023E+19   0.105938292748310E+19
     142   0.105938292748310E+19   0.105938292754680E+19
     143   0.105938292754680E+19   0.105938292787965E+19
     144   0.105938292787965E+19   0.105938292799979E+19
     145   0.105938292799979E+19   0.105938292805759E+19
     146   0.105938292805759E+19   0.105938292807497E+19
     147   0.105938292807497E+19   0.105938292807821E+19
     148   0.105938292807821E+19   0.105938292808231E+19
     149   0.105938292808231E+19   0.105938292811086E+19
     150   0.105938292811086E+19   0.105938292812125E+19
     151   0.105938292812125E+19   0.105938292813195E+19
     152   0.105938292813195E+19   0.105938292821287E+19
     153   0.105938292821287E+19   0.105938292823594E+19
     154   0.105938292823594E+19   0.105938292824914E+19
     155   0.105938292824914E+19   0.105938292833042E+19
     156   0.105938292833042E+19   0.105938292843298E+19
     157   0.105938292843298E+19   0.105938292844026E+19
     158   0.105938292844026E+19   0.105938292846720E+19
     159   0.105938292846720E+19   0.105938292852813E+19
     160   0.105938292852813E+19   0.105938292858200E+19
     161   0.105938292858200E+19   0.105938292860777E+19
     162   0.105938292860777E+19   0.105938292869949E+19
     163   0.105938292869949E+19   0.105938292874431E+19
     164   0.105938292874431E+19   0.105938292876351E+19
     165   0.105938292876351E+19   0.105938292876950E+19
     166   0.105938292876950E+19   0.105938292877155E+19
     167   0.105938292877155E+19   0.105938292877162E+19
     168   0.105938292877162E+19   0.105938292877542E+19
     169   0.105938292877542E+19   0.105938292877851E+19
     170   0.105938292877851E+19   0.105938292877859E+19
     171   0.105938292877859E+19   0.105938292877860E+19
     172   0.105938292877860E+19   0.105938292877862E+19
     173   0.105938292877862E+19   0.105938292877872E+19
     174   0.105938292877872E+19   0.105938292878238E+19
     175   0.105938292878238E+19   0.105938292878674E+19
     176   0.105938292878674E+19   0.105938292879324E+19
     177   0.105938292879324E+19   0.105938292881284E+19
     178   0.105938292881284E+19   0.105938292881344E+19
     179   0.105938292881344E+19   0.105938292881441E+19
     180   0.105938292881441E+19   0.105938292881807E+19
     181   0.105938292881807E+19   0.105938292881909E+19
     182   0.105938292881909E+19   0.105938292881982E+19
     183   0.105938292881982E+19   0.105938292882002E+19
     184   0.105938292882002E+19   0.105938292882098E+19
     185   0.105938292882098E+19   0.105938292882755E+19
     186   0.105938292882755E+19   0.105938292886357E+19
     187   0.105938292886357E+19   0.105938292895105E+19
     188   0.105938292895105E+19   0.105938292897176E+19
     189   0.105938292897176E+19   0.105938292897353E+19
     190   0.105938292897353E+19   0.105938292897404E+19
     191   0.105938292897404E+19   0.105938292898018E+19
     192   0.105938292898018E+19   0.105938292898021E+19
     193   0.105938292898021E+19   0.105938292898021E+19
     194   0.105938292898021E+19   0.105938292899713E+19
     195   0.105938292899713E+19   0.105938292902457E+19
     196   0.105938292902457E+19   0.105938292923902E+19
     197   0.105938292923902E+19   0.105938292996957E+19
     198   0.105938292996957E+19   0.105938293027642E+19
     199   0.105938293027642E+19   0.105938293033138E+19
     200   0.105938293033138E+19   0.105938293033310E+19
     201   0.105938293033310E+19   0.105938293033323E+19
     202   0.105938293033323E+19   0.105938293129407E+19
     203   0.105938293129407E+19   0.105938293150325E+19
     204   0.105938293150325E+19   0.105938293150598E+19
     205   0.105938293150598E+19   0.105938293150734E+19
     206   0.105938293150734E+19   0.105938293208088E+19
     207   0.105938293208088E+19   0.105938293262614E+19
     208   0.105938293262614E+19   0.105938293272003E+19
     209   0.105938293272003E+19   0.105938293279989E+19
     210   0.105938293279989E+19   0.105938293288685E+19
     211   0.105938293288685E+19   0.105938293307392E+19
     212   0.105938293307392E+19   0.105938293307395E+19
     213   0.105938293307395E+19   0.105938293310802E+19
